transaction_id,date,transaction_type,category,merchant,amount,payment_method
TXN01295,2025-08-01,Expense,Education,Hospital,14421.58,Credit Card
TXN01680,2025-08-01,Income,Salary,Bank,8996.8,Bank Transfer
TXN01664,2025-08-01,Expense,Other,Zomato,8638.51,Bank Transfer
TXN01697,2025-08-01,Expense,Entertainment,Jio,3437.83,Credit Card
TXN00385,2025-08-01,Expense,Healthcare,Amazon,3297.82,Cash
TXN01558,2025-08-01,Expense,Groceries,Electricity Board,13755.17,Cash
TXN01601,2025-08-01,Expense,Other,Myntra,14401.24,Credit Card
TXN00070,2025-08-02,Expense,Healthcare,Uber,5944.33,Bank Transfer
TXN00648,2025-08-02,Expense,Bills,College,7586.92,UPI
TXN00047,2025-08-02,Income,Salary,Investment Account,7110.24,UPI
TXN00388,2025-08-03,Expense,Bills,IRCTC,8659.36,Bank Transfer
TXN00211,2025-08-03,Expense,Education,BigBasket,9892.33,Debit Card
TXN00964,2025-08-03,Expense,Entertainment,DMart,4210.42,UPI
TXN00589,2025-08-03,Expense,Travel,Flipkart,11349.37,Debit Card
TXN00310,2025-08-03,Income,Investment,Company,74701.41,Credit Card
TXN00946,2025-08-04,Expense,Transport,Airtel,5261.06,UPI
TXN01618,2025-08-04,Expense,Travel,Myntra,6139.6,Cash
TXN00283,2025-08-04,Expense,Other,Flipkart,10738.79,Debit Card
TXN00883,2025-08-04,Expense,Travel,Electricity Board,8334.2,Credit Card
TXN01689,2025-08-04,Expense,Bills,Flipkart,9075.12,Cash
TXN01707,2025-08-05,Expense,Healthcare,Myntra,9334.14,Debit Card
TXN00220,2025-08-05,Expense,Bills,Flipkart,9009.54,Cash
TXN01615,2025-08-05,Expense,Entertainment,Hospital,4854.92,Credit Card
TXN01651,2025-08-05,Expense,Education,Uber,1886.47,UPI
TXN00672,2025-08-05,Income,Investment,Investment Account,14895.26,Credit Card
TXN01588,2025-08-05,Expense,Healthcare,BigBasket,3817.36,Cash
TXN01824,2025-08-05,Income,Investment,Investment Account,11688.41,Debit Card
TXN01958,2025-08-05,Expense,Groceries,BookMyShow,12403.67,Bank Transfer
TXN00320,2025-08-06,Expense,Transport,Spotify,10879.07,Credit Card
TXN00144,2025-08-06,Expense,Travel,Amazon,10840.75,Cash
TXN00691,2025-08-06,Expense,Transport,Airtel,611.48,Credit Card
TXN01999,2025-08-06,Expense,Travel,DMart,11015.7,UPI
TXN00738,2025-08-06,Expense,Other,Flipkart,3228.98,Bank Transfer
TXN00664,2025-08-07,Expense,Groceries,IRCTC,98874.58,Debit Card
TXN00849,2025-08-07,Expense,Food,Netflix,11732.61,Bank Transfer
TXN00956,2025-08-07,Expense,Healthcare,Ola,7704.81,UPI
TXN01130,2025-08-07,Expense,Travel,BookMyShow,1960.94,UPI
TXN01753,2025-08-07,Expense,Food,Amazon,14412.11,Cash
TXN01705,2025-08-07,Expense,Groceries,IRCTC,12784.58,UPI
TXN01084,2025-08-07,Expense,Shopping,Myntra,2703.09,Bank Transfer
TXN00439,2025-08-08,Expense,Other,Zomato,12828.77,Cash
TXN01230,2025-08-08,Expense,Healthcare,Ola,766.78,Cash
TXN00037,2025-08-09,Expense,Shopping,Spotify,11173.75,Bank Transfer
TXN01198,2025-08-09,Expense,Healthcare,College,10383.46,Debit Card
TXN01119,2025-08-09,Expense,Entertainment,Electricity Board,90598.26,Cash
TXN01867,2025-08-09,Income,Salary,Bank,28242.93,Debit Card
TXN01906,2025-08-09,Expense,Bills,Swiggy,11173.68,UPI
TXN01715,2025-08-09,Expense,Shopping,Uber,1245.85,Credit Card
TXN01018,2025-08-09,Expense,Transport,Ola,6893.67,Debit Card
TXN01499,2025-08-09,Expense,Other,BigBasket,3107.88,UPI
TXN00570,2025-08-09,Expense,Shopping,Amazon,1292.5,Bank Transfer
TXN01350,2025-08-09,Expense,Transport,Zomato,1478.59,Cash
TXN00786,2025-08-10,Expense,Groceries,Amazon,4103.7,Credit Card
TXN01163,2025-08-11,Expense,Travel,Airtel,9884.01,UPI
TXN00663,2025-08-11,Expense,Groceries,Myntra,5246.65,UPI
TXN00482,2025-08-11,Expense,Groceries,Electricity Board,14106.24,Debit Card
TXN00475,2025-08-11,Income,Freelance,Client,64768.04,Cash
TXN00147,2025-08-11,Expense,Shopping,College,4831.51,Cash
TXN00364,2025-08-11,Expense,Food,Spotify,3275.96,Cash
TXN00636,2025-08-11,Expense,Bills,Netflix,11121.96,UPI
TXN00076,2025-08-12,Expense,Education,Jio,1927.83,Cash
TXN01788,2025-08-12,Expense,Transport,Uber,5332.27,Bank Transfer
TXN00841,2025-08-12,Expense,Entertainment,Spotify,2839.99,Debit Card
TXN01174,2025-08-12,Income,Freelance,Bank,27501.54,Cash
TXN01556,2025-08-12,Expense,Food,Ola,4034.71,Bank Transfer
TXN00387,2025-08-12,Expense,Other,Amazon,8237.7,Debit Card
TXN00880,2025-08-12,Expense,Shopping,IRCTC,5658.88,Bank Transfer
TXN00391,2025-08-12,Expense,Education,Airtel,3351.61,Credit Card
TXN01937,2025-08-12,Expense,Travel,Netflix,9268.14,Debit Card
TXN00396,2025-08-12,Expense,Travel,Electricity Board,6273.41,Cash
TXN01909,2025-08-13,Expense,Transport,Swiggy,790.37,Credit Card
TXN00325,2025-08-13,Expense,Bills,Spotify,4364.86,Bank Transfer
TXN00977,2025-08-13,Expense,Food,Zomato,8160.14,Debit Card
TXN01812,2025-08-13,Expense,Transport,Flipkart,10481.34,Cash
TXN01225,2025-08-13,Expense,Food,Amazon,3319.11,Bank Transfer
TXN01587,2025-08-13,Expense,Groceries,Swiggy,8139.71,Credit Card
TXN00239,2025-08-14,Expense,Shopping,Amazon,2729.54,Credit Card
TXN00014,2025-08-14,Income,Salary,Client,24658.05,Bank Transfer
TXN00566,2025-08-14,Income,Salary,Company,28657.97,Debit Card
TXN00818,2025-08-14,Expense,Education,Zomato,6575.62,Debit Card
TXN00694,2025-08-14,Expense,Food,Zomato,7085.37,Bank Transfer
TXN00565,2025-08-14,Expense,Shopping,Jio,8174.36,Cash
TXN01946,2025-08-14,Expense,Transport,Spotify,12621.98,Debit Card
TXN00705,2025-08-14,Expense,Food,Netflix,464.85,Debit Card
TXN00061,2025-08-14,Expense,Healthcare,Airtel,12614.31,Bank Transfer
TXN00922,2025-08-14,Expense,Food,BookMyShow,3771.44,UPI
TXN00267,2025-08-15,Expense,Food,Swiggy,4824.18,Cash
TXN00749,2025-08-15,Expense,Shopping,Hospital,3055.08,Debit Card
TXN01569,2025-08-15,Expense,Healthcare,Uber,13117.63,Debit Card
TXN01238,2025-08-15,Expense,Healthcare,Uber,13619.03,Debit Card
TXN00722,2025-08-15,Expense,Education,Airtel,6579.77,Credit Card
TXN01104,2025-08-15,Expense,Shopping,Flipkart,5635.27,UPI
TXN01301,2025-08-16,Expense,Travel,Airtel,20897.73,Debit Card
TXN01428,2025-08-16,Expense,Bills,Ola,6814.63,Cash
TXN00224,2025-08-16,Expense,Bills,Spotify,7469.64,Credit Card
TXN00931,2025-08-16,Expense,Healthcare,College,10144.1,UPI
TXN01418,2025-08-16,Expense,Bills,Netflix,8414.34,Debit Card
TXN01840,2025-08-16,Expense,Groceries,Netflix,14604.01,Debit Card
TXN01860,2025-08-17,Expense,Groceries,BigBasket,10418.37,Bank Transfer
TXN01945,2025-08-17,Expense,Transport,Flipkart,4424.99,Debit Card
TXN01147,2025-08-18,Expense,Entertainment,BigBasket,7920.36,UPI
TXN01363,2025-08-18,Expense,Other,BookMyShow,14004.37,UPI
TXN01940,2025-08-18,Expense,Entertainment,Hospital,9573.28,Credit Card
TXN00590,2025-08-18,Expense,Other,Swiggy,5557.95,Credit Card
TXN01061,2025-08-18,Income,Investment,Company,54558.58,Credit Card
TXN01317,2025-08-18,Expense,Bills,Amazon,1396.06,Bank Transfer
TXN01520,2025-08-19,Expense,Healthcare,Ola,7728.06,Cash
TXN01298,2025-08-19,Expense,Healthcare,Airtel,3095.79,Debit Card
TXN00949,2025-08-19,Expense,Transport,Uber,2491.31,Credit Card
TXN00154,2025-08-19,Expense,Healthcare,Spotify,5891.51,Credit Card
TXN01573,2025-08-19,Expense,Groceries,Amazon,10779.09,Debit Card
TXN00717,2025-08-19,Expense,Shopping,Swiggy,1813.28,Bank Transfer
TXN01888,2025-08-20,Expense,Groceries,Spotify,7882.98,UPI
TXN01231,2025-08-20,Expense,Travel,Myntra,6234.89,Bank Transfer
TXN00632,2025-08-20,Expense,Travel,IRCTC,730.42,Debit Card
TXN01065,2025-08-20,Expense,Education,College,174.54,UPI
TXN00341,2025-08-20,Expense,Groceries,Netflix,4291.97,Debit Card
TXN01366,2025-08-20,Income,Salary,Bank,15309.48,Debit Card
TXN01037,2025-08-20,Expense,Travel,College,8740.86,Credit Card
TXN00573,2025-08-20,Expense,Entertainment,Swiggy,14322.58,Cash
TXN00008,2025-08-20,Expense,Other,Spotify,3788.26,UPI
TXN00774,2025-08-21,Expense,Other,Swiggy,1699.48,UPI
TXN00403,2025-08-21,Expense,Healthcare,College,5083.9,Credit Card
TXN00445,2025-08-21,Expense,Travel,Flipkart,6630.83,UPI
TXN01521,2025-08-21,Expense,Transport,Electricity Board,14586.44,Bank Transfer
TXN00257,2025-08-21,Expense,Food,Electricity Board,7800.86,Cash
TXN00867,2025-08-21,Expense,Entertainment,Jio,9399.54,Cash
TXN00272,2025-08-22,Expense,Bills,BookMyShow,686.07,UPI
TXN00872,2025-08-22,Income,Freelance,Bank,11009.79,UPI
TXN00763,2025-08-22,Expense,Other,College,8476.76,Cash
TXN00576,2025-08-22,Expense,Groceries,IRCTC,10192.6,Cash
TXN01133,2025-08-23,Expense,Food,Jio,6294.67,Debit Card
TXN01039,2025-08-23,Expense,Entertainment,DMart,12435.22,Cash
TXN01364,2025-08-23,Expense,Travel,Uber,12913.32,Credit Card
TXN00138,2025-08-23,Expense,Shopping,Netflix,6815.16,UPI
TXN01923,2025-08-23,Income,Freelance,Client,30334.6,UPI
TXN01356,2025-08-23,Expense,Shopping,College,7779.27,Credit Card
TXN00500,2025-08-24,Income,Freelance,Client,70225.82,Credit Card
TXN01649,2025-08-24,Income,Investment,Client,64641.42,Bank Transfer
TXN01203,2025-08-24,Expense,Food,IRCTC,3630.87,Cash
TXN01660,2025-08-24,Expense,Transport,Myntra,3372.88,Debit Card
TXN00345,2025-08-24,Expense,Bills,Spotify,6718.18,Credit Card
TXN00759,2025-08-24,Expense,Transport,Spotify,2465.16,Debit Card
TXN00561,2025-08-25,Income,Freelance,Client,52300.83,Bank Transfer
TXN00101,2025-08-25,Income,Salary,Client,13831.4,Credit Card
TXN00575,2025-08-25,Expense,Shopping,Electricity Board,11149.07,Debit Card
TXN01449,2025-08-25,Expense,Transport,Ola,6836.86,UPI
TXN01826,2025-08-25,Expense,Bills,Airtel,3156.68,UPI
TXN01468,2025-08-25,Expense,Shopping,BigBasket,3183.86,Credit Card
TXN00149,2025-08-25,Expense,Entertainment,Netflix,4794.55,Credit Card
TXN01003,2025-08-25,Expense,Entertainment,Amazon,12721.46,UPI
TXN00237,2025-08-25,Expense,Healthcare,Zomato,11441.57,UPI
TXN00379,2025-08-25,Expense,Transport,DMart,2351.0,Bank Transfer
TXN01508,2025-08-26,Expense,Entertainment,BookMyShow,2710.32,Bank Transfer
TXN01819,2025-08-26,Expense,Food,Netflix,7219.01,Credit Card
TXN00793,2025-08-26,Expense,Healthcare,BigBasket,6434.91,Cash
TXN00562,2025-08-26,Expense,Groceries,Electricity Board,9726.8,Debit Card
TXN00770,2025-08-26,Expense,Food,Netflix,2059.34,Cash
TXN00344,2025-08-26,Expense,Other,College,7913.52,Cash
TXN00811,2025-08-27,Income,Investment,Bank,44514.0,Bank Transfer
TXN01506,2025-08-27,Income,Freelance,Bank,21122.01,Bank Transfer
TXN01094,2025-08-27,Expense,Bills,DMart,690.08,Bank Transfer
TXN00435,2025-08-27,Expense,Other,Netflix,1960.8,UPI
TXN01600,2025-08-27,Expense,Travel,Zomato,11305.29,Bank Transfer
TXN00945,2025-08-28,Expense,Groceries,College,4997.77,Bank Transfer
TXN00046,2025-08-28,Expense,Healthcare,BookMyShow,2318.48,UPI
TXN01156,2025-08-28,Expense,Food,Airtel,1944.67,Bank Transfer
TXN00395,2025-08-28,Expense,Entertainment,Ola,4883.19,UPI
TXN01171,2025-08-29,Income,Freelance,Bank,18123.85,Cash
TXN00347,2025-08-29,Expense,Healthcare,Spotify,9067.89,Credit Card
TXN00316,2025-08-29,Income,Investment,Client,36333.29,Credit Card
TXN00503,2025-08-29,Income,Freelance,Bank,25091.14,UPI
TXN00545,2025-08-29,Income,Investment,Client,61877.16,Cash
TXN01455,2025-08-29,Expense,Bills,Zomato,13218.45,UPI
TXN00382,2025-08-29,Expense,Bills,Swiggy,7709.71,Credit Card
TXN00917,2025-08-29,Expense,Other,Spotify,9632.7,Credit Card
TXN00942,2025-08-30,Expense,Healthcare,Swiggy,2917.08,Bank Transfer
TXN01129,2025-08-30,Expense,Healthcare,Hospital,10419.92,Credit Card
TXN00308,2025-08-30,Income,Freelance,Investment Account,27290.9,Cash
TXN01994,2025-08-30,Expense,Transport,Flipkart,112.07,Debit Card
TXN00467,2025-08-30,Expense,Travel,Spotify,7759.36,UPI
TXN00781,2025-08-31,Expense,Entertainment,Hospital,12744.41,Debit Card
TXN01362,2025-08-31,Expense,Groceries,Myntra,865.33,Credit Card
TXN00681,2025-08-31,Income,Investment,Company,22553.59,Debit Card
TXN00302,2025-08-31,Income,Salary,Investment Account,32935.27,Bank Transfer
TXN00703,2025-08-31,Expense,Bills,Jio,13978.62,UPI
TXN01125,2025-08-31,Expense,Entertainment,Electricity Board,13408.94,Bank Transfer
TXN00836,2025-08-31,Expense,Bills,Zomato,14845.31,Debit Card
TXN00947,2025-08-31,Expense,Shopping,College,10413.16,Credit Card
TXN01006,2025-09-01,Expense,Travel,Amazon,12209.52,Debit Card
TXN01559,2025-09-01,Expense,Groceries,Uber,14658.35,Cash
TXN01132,2025-09-01,Expense,Food,Uber,12777.81,Cash
TXN01599,2025-09-01,Income,Investment,Company,59934.24,Cash
TXN01062,2025-09-02,Expense,Education,Swiggy,11058.01,Credit Card
TXN01179,2025-09-02,Expense,Education,Flipkart,8144.63,Credit Card
TXN00148,2025-09-03,Income,Salary,Bank,11466.35,Cash
TXN01335,2025-09-03,Expense,Groceries,Uber,14694.43,Bank Transfer
TXN00713,2025-09-04,Expense,Shopping,Netflix,186.85,Bank Transfer
TXN01433,2025-09-04,Expense,Shopping,Electricity Board,2231.89,UPI
TXN00887,2025-09-04,Expense,Groceries,Hospital,8222.08,Credit Card
TXN00612,2025-09-04,Expense,Travel,Uber,1965.79,Cash
TXN01445,2025-09-04,Expense,Travel,Ola,13463.83,Debit Card
TXN00995,2025-09-04,Expense,Food,Spotify,12896.76,Debit Card
TXN01234,2025-09-04,Expense,Groceries,Uber,83.29,Cash
TXN00522,2025-09-04,Expense,Shopping,Spotify,8947.95,Bank Transfer
TXN01330,2025-09-05,Expense,Education,Spotify,8297.46,Bank Transfer
TXN01748,2025-09-05,Expense,Entertainment,BookMyShow,3101.31,UPI
TXN00743,2025-09-05,Expense,Education,Swiggy,937.7,UPI
TXN00676,2025-09-05,Expense,Transport,BookMyShow,1057.29,Bank Transfer
TXN00165,2025-09-05,Expense,Healthcare,College,7499.21,Bank Transfer
TXN00315,2025-09-05,Expense,Education,Amazon,14232.86,UPI
TXN00728,2025-09-05,Expense,Bills,DMart,8737.67,Cash
TXN00261,2025-09-05,Expense,Entertainment,Zomato,7669.84,Credit Card
TXN01662,2025-09-06,Expense,Shopping,Uber,10933.97,Cash
TXN00730,2025-09-06,Income,Salary,Investment Account,27313.69,Debit Card
TXN01087,2025-09-06,Expense,Healthcare,BookMyShow,13982.87,UPI
TXN01015,2025-09-07,Expense,Shopping,Ola,12947.83,UPI
TXN00675,2025-09-07,Expense,Food,Swiggy,8781.75,UPI
TXN00801,2025-09-07,Income,Investment,Company,23993.02,Debit Card
TXN00249,2025-09-07,Expense,Transport,Zomato,5739.08,Credit Card
TXN01064,2025-09-07,Expense,Entertainment,Myntra,9354.42,Bank Transfer
TXN00766,2025-09-07,Expense,Bills,Amazon,11445.14,Bank Transfer
TXN01784,2025-09-07,Expense,Transport,Spotify,13706.05,Cash
TXN01622,2025-09-07,Expense,Transport,BookMyShow,14477.05,Cash
TXN00928,2025-09-07,Expense,Groceries,DMart,909.26,Cash
TXN00850,2025-09-07,Expense,Entertainment,IRCTC,13550.06,Credit Card
TXN00299,2025-09-07,Income,Investment,Company,14550.57,UPI
TXN00157,2025-09-07,Expense,Travel,BookMyShow,12471.12,UPI
TXN01200,2025-09-08,Expense,Travel,College,10714.35,Cash
TXN00466,2025-09-08,Income,Investment,Company,10254.18,UPI
TXN01939,2025-09-08,Income,Investment,Client,16562.79,Credit Card
TXN01679,2025-09-09,Income,Salary,Investment Account,12115.88,Debit Card
TXN01887,2025-09-09,Expense,Healthcare,Zomato,4820.38,Bank Transfer
TXN00407,2025-09-09,Expense,Groceries,Jio,1712.55,Debit Card
TXN01504,2025-09-09,Expense,Food,College,12708.91,Bank Transfer
TXN00078,2025-09-09,Expense,Shopping,Airtel,7640.47,Cash
TXN00929,2025-09-10,Expense,Groceries,BigBasket,6329.58,UPI
TXN01305,2025-09-10,Expense,Education,Hospital,4723.34,UPI
TXN00660,2025-09-10,Expense,Groceries,Airtel,3176.04,Credit Card
TXN00752,2025-09-10,Expense,Healthcare,Hospital,5363.72,Bank Transfer
TXN00966,2025-09-10,Expense,Other,DMart,38029.99,Credit Card
TXN00716,2025-09-10,Expense,Shopping,BookMyShow,6150.5,Cash
TXN00256,2025-09-10,Expense,Entertainment,Uber,2231.26,UPI
TXN00476,2025-09-10,Expense,Food,IRCTC,2378.92,Debit Card
TXN01740,2025-09-10,Expense,Bills,Flipkart,7591.2,Debit Card
TXN00432,2025-09-10,Expense,Shopping,Netflix,14017.23,Bank Transfer
TXN01691,2025-09-10,Expense,Bills,Flipkart,4873.63,UPI
TXN00433,2025-09-11,Expense,Shopping,IRCTC,7882.88,Credit Card
TXN01106,2025-09-11,Income,Salary,Investment Account,41887.43,UPI
TXN01795,2025-09-11,Expense,Other,Hospital,14716.06,Cash
TXN01592,2025-09-11,Expense,Healthcare,BookMyShow,5307.4,UPI
TXN00135,2025-09-12,Expense,Entertainment,Amazon,2467.93,Debit Card
TXN01045,2025-09-12,Expense,Entertainment,BookMyShow,2380.93,Credit Card
TXN01950,2025-09-12,Expense,Travel,Amazon,1063.85,Debit Card
TXN01405,2025-09-12,Expense,Other,Airtel,14639.81,Cash
TXN01358,2025-09-12,Expense,Entertainment,Uber,11569.12,Cash
TXN01268,2025-09-13,Income,Investment,Bank,21892.87,Debit Card
TXN01979,2025-09-13,Expense,Healthcare,Ola,4328.56,Bank Transfer
TXN01803,2025-09-13,Expense,Bills,Ola,9059.27,Bank Transfer
TXN00913,2025-09-13,Expense,Bills,Hospital,9614.37,UPI
TXN00916,2025-09-13,Expense,Travel,BigBasket,12048.31,UPI
TXN00925,2025-09-13,Expense,Transport,Hospital,12491.83,Debit Card
TXN01744,2025-09-13,Expense,Other,Swiggy,12302.21,Debit Card
TXN00477,2025-09-14,Expense,Food,Ola,7890.64,Bank Transfer
TXN01873,2025-09-14,Expense,Transport,Uber,9629.6,Credit Card
TXN00389,2025-09-14,Expense,Shopping,College,5809.39,Debit Card
TXN00442,2025-09-14,Expense,Bills,Netflix,6851.48,Credit Card
TXN01552,2025-09-14,Expense,Entertainment,Airtel,14099.31,Bank Transfer
TXN01285,2025-09-14,Income,Salary,Company,22109.97,UPI
TXN00082,2025-09-15,Expense,Entertainment,IRCTC,6653.71,Credit Card
TXN01336,2025-09-15,Expense,Food,College,13433.76,Debit Card
TXN01914,2025-09-15,Expense,Groceries,Myntra,7189.47,Bank Transfer
TXN00327,2025-09-15,Expense,Food,Amazon,5560.81,UPI
TXN00072,2025-09-16,Income,Salary,Bank,12204.67,UPI
TXN00954,2025-09-16,Expense,Other,Hospital,3553.83,Bank Transfer
TXN00920,2025-09-16,Expense,Bills,BookMyShow,5449.68,Debit Card
TXN01141,2025-09-17,Expense,Food,Flipkart,14474.34,Credit Card
TXN01277,2025-09-17,Income,Salary,Bank,53998.8,UPI
TXN01173,2025-09-17,Expense,Shopping,Jio,13921.04,Cash
TXN01281,2025-09-17,Expense,Entertainment,Uber,12037.32,UPI
TXN01512,2025-09-17,Income,Freelance,Investment Account,42935.55,Debit Card
TXN01296,2025-09-17,Expense,Travel,Uber,3882.08,UPI
TXN01153,2025-09-18,Expense,Transport,Jio,13111.88,Debit Card
TXN01546,2025-09-18,Expense,Other,Hospital,3575.75,Debit Card
TXN00491,2025-09-19,Expense,Food,Airtel,2134.13,Debit Card
TXN00755,2025-09-19,Expense,Shopping,Jio,9329.99,Cash
TXN01870,2025-09-19,Expense,Food,Uber,5013.83,Bank Transfer
TXN00874,2025-09-19,Expense,Education,Electricity Board,4487.74,Cash
TXN00274,2025-09-19,Expense,Entertainment,Jio,5649.16,Cash
TXN00369,2025-09-19,Expense,Travel,BigBasket,4595.37,UPI
TXN01690,2025-09-19,Income,Salary,Bank,42709.6,Debit Card
TXN00137,2025-09-20,Expense,Other,Jio,7892.67,Credit Card
TXN00485,2025-09-20,Expense,Education,Jio,13386.4,UPI
TXN01709,2025-09-20,Income,Salary,Company,49727.85,UPI
TXN01345,2025-09-20,Expense,Food,Swiggy,6399.33,UPI
TXN01303,2025-09-20,Expense,Education,Netflix,10842.24,Bank Transfer
TXN01681,2025-09-20,Expense,Food,Ola,14203.56,Cash
TXN01030,2025-09-20,Expense,Entertainment,Swiggy,1523.4,Credit Card
TXN00319,2025-09-21,Expense,Other,Electricity Board,5345.69,Cash
TXN00668,2025-09-21,Expense,Other,Spotify,9306.45,Credit Card
TXN01255,2025-09-21,Expense,Food,DMart,747.41,Debit Card
TXN01974,2025-09-21,Expense,Other,Myntra,9104.24,UPI
TXN01473,2025-09-21,Expense,Entertainment,Ola,7388.1,Bank Transfer
TXN01579,2025-09-21,Expense,Shopping,BigBasket,9229.13,Bank Transfer
TXN00190,2025-09-21,Expense,Education,Ola,1082.76,Debit Card
TXN01184,2025-09-21,Expense,Bills,BookMyShow,12521.46,UPI
TXN00417,2025-09-21,Expense,Transport,Ola,2681.49,Credit Card
TXN00541,2025-09-21,Expense,Education,Swiggy,848.14,Credit Card
TXN00351,2025-09-22,Income,Freelance,Company,45896.63,Cash
TXN01669,2025-09-22,Expense,Other,Netflix,2539.0,Cash
TXN00853,2025-09-22,Expense,Food,Uber,9171.47,Bank Transfer
TXN01431,2025-09-22,Expense,Travel,Ola,549.47,Debit Card
TXN00089,2025-09-23,Income,Salary,Client,18421.24,Credit Card
TXN00834,2025-09-24,Income,Freelance,Bank,45722.21,Cash
TXN01063,2025-09-24,Expense,Travel,Jio,2037.12,Cash
TXN01053,2025-09-24,Expense,Other,Flipkart,3974.21,Cash
TXN01883,2025-09-24,Expense,Shopping,BigBasket,13004.48,Bank Transfer
TXN00989,2025-09-25,Expense,Groceries,BigBasket,12171.81,Debit Card
TXN00474,2025-09-25,Expense,Transport,Swiggy,10197.42,Credit Card
TXN01086,2025-09-25,Expense,Groceries,Ola,691.65,Debit Card
TXN00829,2025-09-25,Expense,Entertainment,BookMyShow,8114.14,UPI
TXN01980,2025-09-25,Expense,Entertainment,IRCTC,4294.24,Credit Card
TXN01049,2025-09-25,Expense,Bills,Ola,7410.27,Cash
TXN00012,2025-09-25,Income,Freelance,Client,51976.86,Cash
TXN00607,2025-09-25,Expense,Education,Netflix,4462.49,UPI
TXN01866,2025-09-25,Expense,Shopping,Amazon,12872.72,Cash
TXN00263,2025-09-25,Expense,Bills,Netflix,12022.68,Debit Card
TXN01340,2025-09-25,Expense,Education,BookMyShow,12260.6,Credit Card
TXN01503,2025-09-26,Expense,Education,BigBasket,2893.2,UPI
TXN01773,2025-09-26,Income,Freelance,Company,29012.38,Bank Transfer
TXN00953,2025-09-26,Expense,Transport,Hospital,10038.1,Debit Card
TXN01036,2025-09-26,Expense,Healthcare,Electricity Board,14712.74,Credit Card
TXN01026,2025-09-26,Expense,Education,BookMyShow,364.01,Debit Card
TXN00449,2025-09-26,Expense,Healthcare,College,10794.44,Debit Card
TXN01745,2025-09-26,Expense,Food,Zomato,78849.76,Cash
TXN01982,2025-09-26,Expense,Travel,Spotify,364.54,Credit Card
TXN01536,2025-09-26,Expense,Other,Ola,4108.29,Credit Card
TXN01541,2025-09-26,Expense,Travel,Uber,2714.55,Debit Card
TXN01079,2025-09-27,Expense,Groceries,Netflix,13953.5,UPI
TXN00732,2025-09-27,Expense,Groceries,Jio,14276.39,Cash
TXN01921,2025-09-27,Income,Freelance,Investment Account,36847.87,Bank Transfer
TXN00655,2025-09-28,Expense,Shopping,Netflix,8485.46,Cash
TXN01248,2025-09-28,Income,Freelance,Bank,78827.07,UPI
TXN01139,2025-09-28,Income,Investment,Client,77464.22,Debit Card
TXN01532,2025-09-28,Expense,Transport,Electricity Board,4653.6,UPI
TXN00145,2025-09-28,Expense,Shopping,Netflix,12358.14,Bank Transfer
TXN00617,2025-09-28,Expense,Food,BookMyShow,5027.79,Debit Card
TXN01102,2025-09-29,Expense,Shopping,Ola,13801.57,Cash
TXN00038,2025-09-29,Expense,Healthcare,Jio,3916.48,Cash
TXN01361,2025-09-29,Expense,Education,Uber,12084.28,Credit Card
TXN01191,2025-09-30,Expense,Groceries,Jio,13699.25,Debit Card
TXN01578,2025-09-30,Expense,Bills,Amazon,2336.59,Credit Card
TXN01270,2025-09-30,Expense,Healthcare,Netflix,11566.7,Cash
TXN01290,2025-09-30,Expense,Entertainment,IRCTC,12831.77,UPI
TXN01670,2025-09-30,Expense,Healthcare,BigBasket,2652.68,Bank Transfer
TXN01158,2025-09-30,Expense,Healthcare,BigBasket,13016.18,Credit Card
TXN01749,2025-09-30,Expense,Education,Hospital,5137.33,Cash
TXN01918,2025-10-01,Expense,Food,Spotify,183.76,Bank Transfer
TXN00544,2025-10-01,Expense,Travel,Swiggy,3776.93,Debit Card
TXN01020,2025-10-01,Expense,Travel,Zomato,1390.12,UPI
TXN01420,2025-10-01,Expense,Food,Electricity Board,284.28,Cash
TXN01456,2025-10-01,Income,Investment,Investment Account,48786.27,Debit Card
TXN01282,2025-10-02,Expense,Shopping,Netflix,2211.64,Credit Card
TXN00461,2025-10-02,Expense,Bills,BookMyShow,1059.69,Bank Transfer
TXN00421,2025-10-02,Income,Investment,Investment Account,62038.39,UPI
TXN01882,2025-10-02,Income,Freelance,Investment Account,47804.48,UPI
TXN00112,2025-10-03,Expense,Food,Hospital,14425.07,Cash
TXN01416,2025-10-03,Expense,Education,Jio,12849.53,Credit Card
TXN00296,2025-10-03,Expense,Groceries,Zomato,4093.34,UPI
TXN01172,2025-10-03,Expense,Food,BookMyShow,2585.86,Cash
TXN00022,2025-10-04,Expense,Shopping,Airtel,12450.89,Credit Card
TXN00472,2025-10-04,Expense,Groceries,Swiggy,8675.74,Cash
TXN01971,2025-10-04,Expense,Travel,Electricity Board,6668.37,UPI
TXN00690,2025-10-04,Income,Freelance,Investment Account,72758.04,UPI
TXN00507,2025-10-04,Income,Freelance,Investment Account,70479.66,Credit Card
TXN01875,2025-10-04,Expense,Healthcare,BookMyShow,10910.92,UPI
TXN01806,2025-10-04,Expense,Bills,Netflix,28540.0,Credit Card
TXN00689,2025-10-04,Expense,Education,Netflix,13907.77,Debit Card
TXN01384,2025-10-04,Expense,Transport,DMart,11371.89,Credit Card
TXN01608,2025-10-04,Expense,Travel,IRCTC,8135.21,UPI
TXN01404,2025-10-04,Expense,Education,Hospital,10407.85,UPI
TXN00400,2025-10-05,Income,Freelance,Company,57572.91,UPI
